Timecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
00:00:10:17.318,51,0.19187844,0.16141582,0.11521257,0.04380739,0.05839125,0.38629302,0.00380068,0.10208554,0.15939707,0.02458715,0.14966638,0.06003385,0.35180783,0.00496657,0.00021856,0.00001640,0.00134453,0.00256050,0.00013039,0.00020941,0.00067109,0.00007418,0.00366976,0.64417481,0.48037514,0.00116087,0.00145645,0.06615253,0.01564865,0.00595763,0.01180026,0.02418902,0.02775140,0.02099773,0.01030886,0.14810194,0.12187601,0.00103454,0.00127766,0.00148566,0.00124971,0.00000327,0.22970796,0.00756281,0.00150781,0.00511505,0.00007633,0.00000037,0.00000042,0.00000073,0.00000327,0,-0.047995482732253084,-0.010662058228476328,0.05886743875795876,0.39858371019363403,0.45531269907951355,0,0.39858371019363403,0.45531269907951355,0
00:00:10:18.319,51,0.20960832,0.17701900,0.06683027,0.06792071,0.05131708,0.34890872,0.00357819,0.12484215,0.17406215,0.04204097,0.10268362,0.05288146,0.35671997,0.00406265,0.00017385,0.00001350,0.00108319,0.00185347,0.00010476,0.00026398,0.00140207,0.00010256,0.00396131,0.67913413,0.53136683,0.00057578,0.00067364,0.05466311,0.01744239,0.00412250,0.00711431,0.01551332,0.02026627,0.01737301,0.00852155,0.10963859,0.08803055,0.00074718,0.00083476,0.00151631,0.00135892,0.00000233,0.24207681,0.01111342,0.00229924,0.00469534,0.00005863,0.00000026,0.00000031,0.00000077,0.00000233,0,-0.05004722892338307,-0.024521388884520753,0.06172615541791718,0.39845436811447144,0.45620548725128174,0,0.39845436811447144,0.45620548725128174,0
00:00:10:19.320,51,0.18259339,0.22578482,0.04209343,0.09990951,0.03872628,0.37711030,0.00474147,0.12036625,0.24263696,0.06482606,0.07576035,0.03512599,0.29989490,0.00441952,0.00012499,0.00001574,0.00069407,0.00137135,0.00010609,0.00036486,0.00362555,0.00020179,0.00319002,0.67412168,0.55378056,0.00015810,0.00015294,0.03233490,0.02141856,0.00229975,0.00225729,0.00799488,0.01563299,0.01139072,0.00437849,0.07585755,0.05735530,0.00035275,0.00037305,0.00050368,0.00061106,0.00000115,0.31933039,0.00517082,0.00178034,0.00323206,0.00003609,0.00000011,0.00000015,0.00000052,0.00000115,0,-0.021573285077083393,-0.027103210817848562,0.046729393707142006,0.39984017610549927,0.4565499722957611,0,0.39984017610549927,0.4565499722957611,0
00:00:10:20.321,51,0.18467042,0.20166308,0.05604697,0.07823174,0.04373477,0.40241840,0.00453324,0.12080289,0.20930885,0.05158681,0.08666459,0.04134050,0.34290099,0.00449189,0.00024704,0.00002425,0.00065073,0.00210742,0.00010564,0.00054303,0.00239634,0.00018488,0.00241127,0.67580378,0.59210157,0.00029011,0.00030360,0.03483620,0.01820328,0.00229379,0.00414371,0.00849258,0.01957549,0.00672278,0.00706049,0.06914540,0.05970114,0.00121573,0.00153176,0.00218098,0.00255352,0.00000194,0.32861519,0.00555955,0.00126338,0.00282507,0.00006876,0.00000020,0.00000022,0.00000073,0.00000194,0,-0.0204580036652632,-0.026672736596435806,0.05338162978494333,0.3995967507362366,0.4565455913543701,0,0.3995967507362366,0.4565455913543701,0
00:00:10:21.322,51,0.17913622,0.19191235,0.05889751,0.07372671,0.04638337,0.39660242,0.00503854,0.12132051,0.20142512,0.04977486,0.08728669,0.04313278,0.33312973,0.00433094,0.00029556,0.00002401,0.00058857,0.00180247,0.00007499,0.00068078,0.00275508,0.00022900,0.00180940,0.66583371,0.62396556,0.00030352,0.00027832,0.02278160,0.02252632,0.00280638,0.00393324,0.00580307,0.01447067,0.00458645,0.00676392,0.05032549,0.05569293,0.00185685,0.00219363,0.00221649,0.00325489,0.00000173,0.29420608,0.00709729,0.00172089,0.00320379,0.00006611,0.00000019,0.00000018,0.00000086,0.00000173,0,-0.0293110702532667,-0.023319534077823088,0.053577731064903496,0.39985087513923645,0.45744386315345764,0,0.39985087513923645,0.45744386315345764,0
00:00:10:22.323,51,0.17869678,0.18501417,0.04983190,0.08094474,0.04693066,0.40302670,0.00443608,0.11054981,0.18731186,0.06222497,0.06985556,0.04745181,0.37047833,0.00455175,0.00036188,0.00002103,0.00064914,0.00177438,0.00007130,0.00072338,0.00259551,0.00019577,0.00172117,0.65819347,0.62273747,0.00046116,0.00041662,0.01973811,0.02204032,0.00401079,0.00561493,0.00585304,0.01103516,0.00473514,0.00770709,0.04462025,0.05609132,0.00245874,0.00291690,0.00274326,0.00409800,0.00000177,0.31234944,0.00773697,0.00124007,0.00255209,0.00006582,0.00000023,0.00000021,0.00000086,0.00000177,0,-0.04334782270261826,-0.02516921994502022,0.05357972821409694,0.4011407792568207,0.4561961591243744,0,0.4011407792568207,0.4561961591243744,0
00:00:10:23.324,51,0.17897980,0.18304491,0.04606305,0.08708388,0.04828494,0.41939172,0.00460628,0.11571889,0.19132203,0.06148517,0.07302398,0.04557438,0.34334973,0.00452676,0.00043552,0.00002770,0.00070694,0.00266610,0.00009637,0.00068412,0.00185893,0.00019151,0.00146527,0.66464996,0.59799147,0.00052839,0.00051513,0.02481376,0.01827146,0.00441958,0.00737279,0.00736439,0.01576759,0.00413215,0.00732853,0.05684460,0.05681181,0.00327829,0.00438686,0.00314442,0.00425907,0.00000237,0.31407538,0.00697648,0.00127334,0.00290739,0.00009008,0.00000027,0.00000027,0.00000091,0.00000237,0,-0.037882466726650854,-0.031226844779971945,0.05074021896681665,0.40069207549095154,0.45636576414108276,0,0.40069207549095154,0.45636576414108276,0
00:00:10:24.325,51,0.19966337,0.21252443,0.04039877,0.10288910,0.04117334,0.42302784,0.00406200,0.13553783,0.23627539,0.06859809,0.07137851,0.03770259,0.31548908,0.00390267,0.00020162,0.00001767,0.00068659,0.00141775,0.00009287,0.00061022,0.00456083,0.00023291,0.00241050,0.64555734,0.53023887,0.00012522,0.00012285,0.02628802,0.01519250,0.00251042,0.00311422,0.00426671,0.01226902,0.00427727,0.00396609,0.05694176,0.04102325,0.00065449,0.00080298,0.00063375,0.00074449,0.00000113,0.35615221,0.00414133,0.00133451,0.00264554,0.00003959,0.00000011,0.00000016,0.00000069,0.00000113,0,-0.03611370303545811,-0.033653636621423656,0.048643759281401446,0.4014831483364105,0.4573802649974823,0,0.4014831483364105,0.4573802649974823,0
00:00:10:25.326,51,0.19713925,0.18388270,0.04907460,0.09037285,0.04859056,0.39706990,0.00384722,0.12431663,0.19987762,0.06368655,0.07579326,0.04899799,0.34449461,0.00438161,0.00022401,0.00001490,0.00075848,0.00123138,0.00007832,0.00065857,0.00491294,0.00015864,0.00283785,0.65877724,0.52065992,0.00016784,0.00016810,0.02152085,0.00987679,0.00416296,0.00447119,0.00319854,0.00968467,0.00304702,0.00381000,0.04369104,0.03027500,0.00072319,0.00089863,0.00057084,0.00057565,0.00000107,0.32535151,0.00565614,0.00123514,0.00266055,0.00003375,0.00000011,0.00000016,0.00000074,0.00000107,0,-0.036450007972496944,-0.036724165873299394,0.05114793312158491,0.4018288552761078,0.45751678943634033,0,0.4018288552761078,0.45751678943634033,0
00:00:10:26.327,51,0.22356482,0.22466952,0.03123485,0.12188347,0.03659027,0.36393291,0.00314337,0.14073060,0.24151507,0.08389452,0.06128172,0.03734419,0.32377794,0.00351626,0.00018443,0.00001050,0.00076942,0.00087667,0.00006113,0.00035587,0.00288632,0.00014658,0.00300862,0.57820058,0.42057472,0.00026442,0.00027811,0.03079192,0.01206761,0.00737574,0.00842972,0.00427991,0.00702069,0.00630014,0.00426647,0.07580094,0.04779117,0.00043870,0.00049607,0.00036186,0.00039271,0.00000110,0.32940370,0.00718450,0.00159614,0.00287141,0.00002631,0.00000010,0.00000021,0.00000084,0.00000110,0,-0.02856895312817486,-0.03331119631600259,0.05193170548230308,0.40121370553970337,0.45841434597969055,0,0.40121370553970337,0.45841434597969055,0
00:00:10:27.328,51,0.18453258,0.14542554,0.06223005,0.07141384,0.05709698,0.37730554,0.00364124,0.11610708,0.15815693,0.04717277,0.09118308,0.05928897,0.32068992,0.00397221,0.00018880,0.00001070,0.00075494,0.00086845,0.00007289,0.00057626,0.00453284,0.00009317,0.00447632,0.55847907,0.43519962,0.00018494,0.00020241,0.02216323,0.00850176,0.00697660,0.01038343,0.00298349,0.00540020,0.00323585,0.00314698,0.04988953,0.03891878,0.00052247,0.00054159,0.00017768,0.00017680,0.00000095,0.25081620,0.00753923,0.00251836,0.00513802,0.00002257,0.00000009,0.00000019,0.00000083,0.00000095,0,-0.06118929498751287,-0.021838105978140964,0.052846945580426075,0.40100759267807007,0.45628058910369873,0,0.40100759267807007,0.45628058910369873,0
00:00:10:28.329,51,0.13814393,0.08763460,0.10716489,0.04610905,0.10836801,0.39313284,0.00653697,0.05920793,0.08744118,0.02986308,0.13709910,0.11285082,0.23258737,0.01080032,0.00152926,0.00010944,0.00101617,0.01294420,0.00027371,0.00802565,0.00519929,0.00011889,0.00227736,0.77958947,0.74429435,0.00019271,0.00018721,0.00635387,0.00434993,0.01205069,0.01946103,0.00171875,0.02237569,0.00030485,0.00651195,0.01574043,0.02231576,0.06757182,0.09432419,0.02391967,0.01901020,0.00000455,0.12297546,0.05175735,0.00492465,0.01269969,0.00021308,0.00000078,0.00000060,0.00000173,0.00000455,0,-0.08428275832291487,-0.02777533343723775,0.051283607785559696,0.4003414511680603,0.4555589556694031,0,0.4003414511680603,0.4555589556694031,0
00:00:10:29.330,51,0.12499077,0.10399147,0.06910398,0.06734854,0.10029125,0.35470644,0.00807606,0.06376702,0.10683170,0.04853182,0.10188526,0.09385950,0.20225316,0.01132621,0.00195706,0.00017699,0.00104624,0.02239011,0.00043220,0.01008385,0.00481269,0.00007122,0.00468179,0.80276442,0.77413023,0.00009889,0.00010098,0.00847675,0.00407399,0.00947918,0.01822504,0.00198794,0.03319061,0.00025979,0.00678984,0.01791815,0.02786471,0.11620136,0.17162719,0.04911137,0.03436475,0.00000564,0.04975767,0.13216001,0.01632476,0.02997887,0.00032929,0.00000092,0.00000081,0.00000222,0.00000564,0,-0.08723358874410728,-0.02941276440362583,0.04989777354535112,0.4014343321323395,0.4548625648021698,0,0.4014343321323395,0.4548625648021698,0
00:00:11:00.331,51,0.11048285,0.09671355,0.09640234,0.04715376,0.10478198,0.30220032,0.00802916,0.03286864,0.08720941,0.03653226,0.11465004,0.10909428,0.18192025,0.01861405,0.00267043,0.00025163,0.00136287,0.03441947,0.00053102,0.01323652,0.00526997,0.00001867,0.01004446,0.74289542,0.67539960,0.00023601,0.00027101,0.00874403,0.00150021,0.01124732,0.02541865,0.00330457,0.04933649,0.00027016,0.00899744,0.01391808,0.01783346,0.29750422,0.39468417,0.14433971,0.07963435,0.00000670,0.02340061,0.16007973,0.02732258,0.06222457,0.00047941,0.00000119,0.00000131,0.00000212,0.00000670,0,-0.0647357564995565,-0.02770680785985424,0.05697826237390394,0.3996909558773041,0.4525611996650696,0,0.3996909558773041,0.4525611996650696,0
00:00:11:01.332,51,0.07637931,0.17132820,0.14733718,0.03379885,0.06270511,0.25438303,0.01332739,0.02172585,0.16301826,0.02245975,0.16533263,0.05941635,0.12143224,0.03034418,0.00329591,0.00031250,0.00191317,0.04851803,0.00061696,0.01472327,0.00647980,0.00001883,0.01156019,0.67136312,0.61108297,0.00008119,0.00010684,0.01658504,0.00176788,0.00363804,0.01838543,0.00299752,0.06575391,0.00017449,0.00676552,0.01320843,0.01592184,0.40866891,0.55567038,0.13969548,0.07207984,0.00000683,0.00888830,0.24573934,0.07338392,0.11064662,0.00060125,0.00000087,0.00000142,0.00000238,0.00000683,0,-0.04479303859817797,-0.016682608551198717,0.05563779414497049,0.3978881537914276,0.45458629727363586,0,0.3978881537914276,0.45458629727363586,0
00:00:11:02.333,51,0.05861012,0.17046560,0.11187977,0.04165256,0.06211812,0.23372746,0.01617024,0.01852974,0.16285104,0.03091571,0.12786050,0.06001936,0.12776771,0.03832727,0.00310372,0.00044667,0.00200625,0.07341410,0.00094249,0.01023993,0.00540963,0.00007343,0.00282225,0.62265962,0.59149712,0.00009775,0.00010144,0.01072035,0.00385044,0.00479957,0.01099191,0.00421950,0.07716525,0.00015897,0.00432534,0.01535137,0.02040565,0.51338637,0.60936296,0.05267516,0.03712893,0.00000545,0.00434118,0.31761172,0.12730362,0.16077296,0.00068370,0.00000083,0.00000114,0.00000184,0.00000545,0,-0.03896434893770436,-0.027652841352662876,0.05626153313062238,0.39836323261260986,0.45451778173446655,0,0.39836323261260986,0.45451778173446655,0
00:00:11:03.334,51,0.02969908,0.21556708,0.17673160,0.02520683,0.04463292,0.13380800,0.02592365,0.00785130,0.20756945,0.02105528,0.18122016,0.04538506,0.07816937,0.06652298,0.00368761,0.00024364,0.00359436,0.07360118,0.00084161,0.01025715,0.00395640,0.00001249,0.01415055,0.39045909,0.33186555,0.00002946,0.00003593,0.03410372,0.00430208,0.00657630,0.01429266,0.00293490,0.05191958,0.00007515,0.00431705,0.01950008,0.02031339,0.55381495,0.60994774,0.03928906,0.02556956,0.00000284,0.00492900,0.20890792,0.11386464,0.15745369,0.00054522,0.00000030,0.00000144,0.00000169,0.00000284,0,-0.021655764148976877,-0.03359818785340693,0.05497111029373659,0.39763790369033813,0.4543827474117279,0,0.39763790369033813,0.4543827474117279,0
00:00:11:04.335,51,0.03262046,0.21524666,0.17139299,0.02688872,0.04412331,0.14869037,0.02186963,0.00953401,0.21274436,0.02282494,0.17049931,0.04521986,0.07478159,0.05517570,0.00375949,0.00042543,0.00240335,0.11449287,0.00209476,0.00623845,0.00131521,0.00005658,0.00377402,0.10429665,0.09146262,0.00001417,0.00001768,0.09084193,0.01865527,0.00287406,0.00501979,0.00280370,0.05321944,0.00004966,0.00242042,0.04551750,0.03648555,0.51445007,0.56015301,0.01034240,0.00806491,0.00000182,0.00177515,0.32777414,0.20823637,0.21083683,0.00051723,0.00000020,0.00000098,0.00000150,0.00000182,0,-0.007861517557427158,-0.040923224802503676,0.06062347430351999,0.3977587819099426,0.4543692171573639,0,0.3977587819099426,0.4543692171573639,0
00:00:11:05.336,51,0.01388463,0.19913638,0.10055587,0.04152037,0.04652661,0.05493449,0.04484671,0.00398193,0.18976018,0.03873459,0.10464332,0.05333063,0.03960814,0.11887601,0.00288173,0.00098437,0.00222350,0.16345717,0.00176483,0.00947751,0.00215847,0.00017472,0.00142951,0.04674941,0.04167883,0.00002947,0.00003588,0.08170018,0.03200782,0.00208876,0.00185455,0.00238790,0.02540784,0.00009453,0.00570390,0.03472533,0.02705202,0.59758943,0.61054265,0.01823589,0.01537186,0.00000153,0.00092055,0.40772647,0.32620716,0.23489623,0.00047395,0.00000028,0.00000089,0.00000200,0.00000153,0,0.017859185538195384,-0.0447412390707585,0.06103563251908771,0.39900240302085876,0.4532662630081177,0,0.39900240302085876,0.4532662630081177,0
00:00:11:06.337,51,0.01336030,0.14842066,0.15394320,0.02380416,0.06038103,0.06968280,0.04817506,0.00485105,0.15201086,0.02594968,0.16068685,0.07440408,0.06069642,0.09832487,0.00244698,0.00049713,0.00499964,0.17839678,0.00157152,0.00492543,0.00176647,0.00011287,0.00151666,0.01535828,0.01317523,0.00011782,0.00014923,0.04957189,0.01263277,0.00199745,0.00287766,0.00378374,0.02412922,0.00014188,0.00409177,0.02856709,0.01877438,0.61202824,0.65776682,0.01049442,0.00658696,0.00000172,0.00090145,0.46898797,0.27905995,0.22772169,0.00040865,0.00000029,0.00000116,0.00000209,0.00000172,0,0.002960282549732238,-0.04484092619358213,0.06264551143704311,0.3984246253967285,0.4508998394012451,0,0.3984246253967285,0.4508998394012451,0
00:00:11:07.338,51,0.01017969,0.16898970,0.16154882,0.02301607,0.05735469,0.05778227,0.06732086,0.00446238,0.17157364,0.02604676,0.16894305,0.06861219,0.06604652,0.11024270,0.00270872,0.00082484,0.00728558,0.25148234,0.00168036,0.00610707,0.00206217,0.00013238,0.00142049,0.01787340,0.02022711,0.00008065,0.00009925,0.07576490,0.03982644,0.00147951,0.00252094,0.00306445,0.02318239,0.00014978,0.00415568,0.02443819,0.02587197,0.68721104,0.70402032,0.00931933,0.00740118,0.00000216,0.00173528,0.36845046,0.31034046,0.19695751,0.00048443,0.00000029,0.00000125,0.00000221,0.00000216,0,0.0025875833931108217,-0.04577351946431225,0.06143883503175438,0.3980649709701538,0.45018741488456726,0,0.3980649709701538,0.45018741488456726,0
00:00:11:08.339,51,0.00802820,0.19047055,0.19409141,0.02002713,0.05413387,0.03557503,0.09108225,0.00252951,0.18585591,0.02313980,0.19822255,0.06925531,0.04361850,0.18542673,0.00252538,0.00055123,0.02301423,0.34223601,0.00128549,0.00719686,0.00284623,0.00001908,0.00674332,0.01690795,0.01811603,0.00044941,0.00057579,0.06407873,0.02445890,0.00236545,0.00410360,0.00307428,0.01368042,0.00026119,0.00789823,0.01338399,0.01729233,0.68036515,0.69613016,0.01324354,0.00907517,0.00000288,0.00070242,0.43214124,0.48366958,0.35371873,0.00059288,0.00000041,0.00000172,0.00000296,0.00000288,0,0.013651833905328477,-0.04206758501490661,0.06235156512316737,0.3962675929069519,0.4501938819885254,0,0.3962675929069519,0.4501938819885254,0
00:00:11:09.340,51,0.00534027,0.18784451,0.14388168,0.03004204,0.05283426,0.02815012,0.12240746,0.00199045,0.19003725,0.02713031,0.14697668,0.06065544,0.03009371,0.20765752,0.00107134,0.00051303,0.03191340,0.40862438,0.00092904,0.00607505,0.00327140,0.00002677,0.00557915,0.00418409,0.00420658,0.00154291,0.00174433,0.02748366,0.01662510,0.00205839,0.00234842,0.00582112,0.01723629,0.00085129,0.01922511,0.01037208,0.01479451,0.54530013,0.53554618,0.01535959,0.01136411,0.00000332,0.00073935,0.35251120,0.50015342,0.40917143,0.00042044,0.00000051,0.00000152,0.00000341,0.00000332,0,0.03248455721537402,-0.045469774154848194,0.06242110303868562,0.3952183425426483,0.4495016634464264,0,0.3952183425426483,0.4495016634464264,0
00:00:11:10.341,51,0.00450609,0.17180547,0.13611165,0.03203675,0.05760588,0.02212090,0.13447975,0.00180248,0.17329127,0.02699760,0.13755125,0.06332581,0.02597524,0.21445122,0.00071395,0.00127905,0.01288722,0.36954573,0.00110350,0.00673436,0.00613669,0.00010818,0.00175930,0.00137980,0.00151277,0.00231526,0.00253427,0.01492753,0.01503285,0.00134367,0.00191248,0.00975303,0.01566064,0.00185741,0.03143211,0.00908354,0.01358680,0.47305298,0.45678949,0.01148916,0.01081996,0.00000276,0.00043364,0.45832828,0.54882205,0.44286096,0.00030922,0.00000081,0.00000140,0.00000339,0.00000276,0,0.023497508774723817,-0.05191363411286364,0.062270749941755556,0.3951074481010437,0.447875440120697,0,0.3951074481010437,0.447875440120697,0
00:00:11:11.342,51,0.00379390,0.19669086,0.17354043,0.02414254,0.05036442,0.01922845,0.15782316,0.00133902,0.20285411,0.02390673,0.16803014,0.05421968,0.01936882,0.27768373,0.00059190,0.00074449,0.03688797,0.45015368,0.00122489,0.00709637,0.00980097,0.00005345,0.00507447,0.00071032,0.00051876,0.00071953,0.00073895,0.02182852,0.01336204,0.00091093,0.00073012,0.00796113,0.02313307,0.00109957,0.01267094,0.00810001,0.00850411,0.33035064,0.34088993,0.00354699,0.00256028,0.00000171,0.00038261,0.46317178,0.53382683,0.47052330,0.00022790,0.00000042,0.00000144,0.00000293,0.00000171,0,0.04322604044271196,-0.050963375262638964,0.06803636366322592,0.39528751373291016,0.4486575722694397,0,0.39528751373291016,0.4486575722694397,0
00:00:11:12.343,51,0.00326186,0.19295079,0.15118098,0.02904361,0.05383235,0.01550645,0.18338189,0.00137409,0.19394144,0.02759840,0.15357965,0.05968352,0.01695149,0.28168726,0.00071450,0.00086434,0.04377649,0.50567234,0.00080214,0.00894411,0.00861555,0.00005335,0.00448264,0.00182721,0.00184290,0.00235485,0.00271506,0.02239094,0.01884660,0.00132058,0.00206403,0.00718682,0.01257848,0.00169945,0.03372264,0.00726497,0.01179337,0.45745486,0.42876545,0.00994220,0.00856850,0.00000333,0.00042111,0.46065244,0.59589803,0.48003772,0.00034043,0.00000075,0.00000205,0.00000512,0.00000333,0,0.058848825444363526,-0.05695876186873069,0.06557769941394366,0.39463379979133606,0.44578254222869873,0,0.39463379979133606,0.44578254222869873,0
00:00:11:13.344,51,0.00326961,0.16164953,0.13775039,0.03162377,0.06542786,0.01798212,0.18465178,0.00148795,0.16601709,0.03185195,0.13883966,0.07195436,0.01779401,0.26791993,0.00076468,0.00098633,0.04782477,0.48291975,0.00089535,0.01020340,0.01185530,0.00005573,0.00521493,0.00135778,0.00142688,0.00158980,0.00177616,0.01981007,0.02215347,0.00094850,0.00165292,0.00753662,0.01402292,0.00159868,0.03188511,0.00644341,0.01184203,0.50100636,0.46464217,0.00699359,0.00633938,0.00000290,0.00025484,0.53848845,0.63480073,0.55149776,0.00035435,0.00000074,0.00000199,0.00000542,0.00000290,0,0.04222862638665672,-0.05600258203812708,0.05971473136371753,0.3951622247695923,0.4432673454284668,0,0.3951622247695923,0.4432673454284668,0
00:00:11:14.345,51,0.00354444,0.17813244,0.10558904,0.04266808,0.06388592,0.02095643,0.18640612,0.00125635,0.17526466,0.04560381,0.10079665,0.07639142,0.01535526,0.31359866,0.00091579,0.00082366,0.07497859,0.50187397,0.00087148,0.00756078,0.01013494,0.00004491,0.00496775,0.00134061,0.00157867,0.00285975,0.00383725,0.01989345,0.01947885,0.00088305,0.00342863,0.00766574,0.01729616,0.00165981,0.02638758,0.00515343,0.01188552,0.57975161,0.53138065,0.00582390,0.00485974,0.00000365,0.00018164,0.62254560,0.63915741,0.56558180,0.00040199,0.00000078,0.00000278,0.00000728,0.00000365,0,0.04097792634534532,-0.057329386411291025,0.06346003807297666,0.3966398537158966,0.4419878125190735,0,0.3966398537158966,0.4419878125190735,0
00:00:11:15.346,51,0.00273757,0.18182898,0.10829975,0.04159899,0.06363880,0.01768538,0.22069639,0.00099651,0.17939644,0.04237447,0.10684028,0.07247213,0.01191494,0.34572002,0.00071589,0.00090132,0.08381760,0.53436255,0.00084080,0.00870867,0.01655827,0.00005860,0.00488364,0.00081847,0.00089603,0.00235820,0.00304252,0.01780974,0.01936467,0.00066887,0.00241452,0.00734606,0.01644460,0.00173837,0.02617501,0.00427382,0.00939536,0.51596308,0.48729318,0.00455761,0.00390910,0.00000327,0.00015185,0.66028035,0.66436732,0.61625665,0.00034997,0.00000074,0.00000277,0.00000764,0.00000327,0,0.05353646106295751,-0.059829262862056996,0.060925531787742696,0.3959907293319702,0.4408171772956848,0,0.3959907293319702,0.4408171772956848,0
00:00:11:16.347,51,0.00241674,0.18538059,0.11070792,0.03928554,0.06113943,0.01515641,0.23312700,0.00089878,0.18466508,0.04193572,0.10782592,0.06767832,0.01010440,0.35220903,0.00063976,0.00080857,0.08406796,0.54315442,0.00093405,0.01030865,0.02018856,0.00007042,0.00397669,0.00084017,0.00090019,0.00273947,0.00323913,0.01392067,0.01899376,0.00081140,0.00207974,0.00650191,0.01132730,0.00175386,0.02781710,0.00380202,0.00852941,0.43758568,0.40663671,0.00409119,0.00381774,0.00000285,0.00015445,0.64818954,0.65044010,0.59513175,0.00030545,0.00000076,0.00000242,0.00000681,0.00000285,0,0.060460174198611556,-0.05748473262233227,0.061891040883367124,0.39633092284202576,0.44009560346603394,0,0.39633092284202576,0.44009560346603394,0
00:00:11:17.348,51,0.00240286,0.17436340,0.11168210,0.03960857,0.06864132,0.01536777,0.23947038,0.00086878,0.16800454,0.04429433,0.10480641,0.07890216,0.01098250,0.37210888,0.00079119,0.00092286,0.07820269,0.52325678,0.00082729,0.01015149,0.01820898,0.00005383,0.00518083,0.00099774,0.00103562,0.00201896,0.00240735,0.01682587,0.01994881,0.00079653,0.00199749,0.00636784,0.01381197,0.00137856,0.02322533,0.00391361,0.00864806,0.52845222,0.49395090,0.00426771,0.00380412,0.00000271,0.00013797,0.66657746,0.67781693,0.61794561,0.00033528,0.00000070,0.00000257,0.00000696,0.00000271,0,0.06563036023791781,-0.05828799811170588,0.06420595612382264,0.39652663469314575,0.44049009680747986,0,0.39652663469314575,0.44049009680747986,0
00:00:11:18.349,51,0.00247987,0.18394612,0.11386699,0.03783038,0.06663740,0.01582055,0.22806956,0.00079873,0.17258552,0.04549191,0.10368154,0.07572463,0.01039646,0.39817891,0.00064808,0.00124960,0.07172408,0.55199921,0.00083240,0.01086398,0.02822944,0.00005472,0.00599270,0.00050284,0.00046463,0.00154675,0.00194384,0.01897947,0.01633617,0.00051863,0.00158139,0.00644168,0.01584065,0.00144322,0.02121988,0.00323704,0.00648780,0.45653209,0.44758558,0.00301830,0.00237504,0.00000237,0.00014287,0.68035424,0.66783077,0.60355496,0.00026604,0.00000067,0.00000259,0.00000709,0.00000237,0,0.05331925334163586,-0.05708256417283133,0.06545480648282047,0.397047221660614,0.4404231905937195,0,0.397047221660614,0.4404231905937195,0
00:00:11:19.350,51,0.00196989,0.19540389,0.11585263,0.03640302,0.05883839,0.01502367,0.26402238,0.00079658,0.19234435,0.04064119,0.11058870,0.06360980,0.00897127,0.37862197,0.00058822,0.00105021,0.07863835,0.56230235,0.00090775,0.00945746,0.02087217,0.00007046,0.00480583,0.00070101,0.00059643,0.00223611,0.00246137,0.01789143,0.01781791,0.00088029,0.00140411,0.00706115,0.01450473,0.00196383,0.02625407,0.00496681,0.00805959,0.42307380,0.40330771,0.00351870,0.00290478,0.00000267,0.00015853,0.67318040,0.65198648,0.57922167,0.00030835,0.00000073,0.00000283,0.00000721,0.00000267,0,0.05180599866965688,-0.06071709656465518,0.06219349304605316,0.39670395851135254,0.4412152171134949,0,0.39670395851135254,0.4412152171134949,0
00:00:11:20.351,51,0.00177532,0.17496002,0.12481239,0.03396432,0.06982090,0.01335064,0.28298631,0.00080573,0.16563936,0.03718942,0.12183523,0.07902073,0.01006384,0.38704881,0.00058754,0.00121105,0.07931564,0.60827160,0.00078785,0.01598824,0.03171221,0.00008930,0.00446642,0.00080798,0.00067487,0.00135401,0.00155695,0.02257317,0.02096258,0.00069504,0.00118040,0.00519431,0.01154336,0.00144170,0.02525176,0.00402622,0.00578402,0.41123828,0.40677586,0.00364473,0.00284208,0.00000251,0.00015506,0.69548577,0.65644842,0.59385812,0.00028936,0.00000075,0.00000271,0.00000728,0.00000251,0,0.04758319072526704,-0.05933170205974813,0.06167341986872628,0.39655062556266785,0.441425621509552,0,0.39655062556266785,0.441425621509552,0
