Timecode,BlendShapeCount,EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawRight,JawLeft,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthRight,MouthLeft,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut,HeadYaw,HeadPitch,HeadRoll,LeftEyeYaw,LeftEyePitch,LeftEyeRoll,RightEyeYaw,RightEyePitch,RightEyeRoll
00:00:02:29.090,51,0.10233270,0.10134538,0.14417714,0.03923257,0.09094596,0.32476547,0.00750649,0.03870517,0.09350698,0.01883227,0.18252225,0.10769580,0.20998716,0.01161997,0.00006405,0.00007724,0.00228958,0.00988884,0.00080452,0.00043356,0.01962502,0.00011748,0.00583512,0.00007819,0.00004343,0.00019425,0.00027336,0.01575041,0.00398231,0.00025758,0.00046111,0.05434967,0.05373094,0.00872667,0.00148750,0.03464383,0.02335935,0.00129490,0.00127373,0.00000697,0.00000663,0.00000043,0.27455729,0.00401111,0.00285023,0.00465305,0.00001385,0.00000007,0.00000027,0.00000046,0.00000043,0,0.0038018454101280664,-0.01778851521740969,0.045554127201005074,0.40536317229270935,0.43944084644317627,0,0.40536317229270935,0.43944084644317627,0
00:00:03:00.091,51,0.10691923,0.09865688,0.18258883,0.03098788,0.09367280,0.32236072,0.00715570,0.04397665,0.09107210,0.01585142,0.19538185,0.11105631,0.22028816,0.01046754,0.00007497,0.00007292,0.00230191,0.01035602,0.00083782,0.00045962,0.01622519,0.00010063,0.00561929,0.00009389,0.00005021,0.00023981,0.00036295,0.01883496,0.00321494,0.00028409,0.00060262,0.05055974,0.05031624,0.00701611,0.00143038,0.03920218,0.02185220,0.00160049,0.00174015,0.00000899,0.00000710,0.00000050,0.23335379,0.00669202,0.00273639,0.00533785,0.00001503,0.00000008,0.00000029,0.00000052,0.00000050,0,-0.002807256261742828,-0.019795252598436737,0.04555578711612206,0.40558838844299316,0.4392514228820801,0,0.40558838844299316,0.4392514228820801,0
00:00:03:01.092,51,0.09479428,0.10666505,0.17033571,0.03207178,0.08750815,0.31181523,0.00776156,0.03327979,0.09553219,0.01696293,0.18729591,0.10775775,0.20807780,0.01392458,0.00007378,0.00005779,0.00279496,0.01034935,0.00076836,0.00038242,0.01430778,0.00006869,0.00611238,0.00008310,0.00004514,0.00057663,0.00083035,0.01138896,0.00273567,0.00039674,0.00074480,0.05678178,0.04939464,0.00867925,0.00174375,0.03241014,0.02390597,0.00187527,0.00190843,0.00000964,0.00000838,0.00000059,0.24583794,0.00563904,0.00274208,0.00524236,0.00001565,0.00000009,0.00000031,0.00000051,0.00000059,0,-0.015846222384581683,-0.017894443106167873,0.04685942102796385,0.4053378999233246,0.43965187668800354,0,0.4053378999233246,0.43965187668800354,0
00:00:03:02.093,51,0.08720127,0.11442212,0.17247275,0.03230449,0.08051641,0.31231961,0.00858327,0.03467435,0.10648283,0.01679683,0.18842211,0.09775227,0.20323302,0.01361424,0.00006587,0.00007713,0.00261861,0.01129866,0.00085572,0.00049598,0.02313801,0.00012082,0.00512157,0.00005958,0.00003340,0.00024422,0.00036914,0.01268794,0.00293986,0.00022766,0.00053306,0.05524456,0.05089308,0.00804611,0.00183693,0.02802607,0.01949928,0.00161616,0.00167448,0.00000930,0.00000800,0.00000048,0.24514961,0.00465828,0.00291342,0.00548142,0.00001456,0.00000008,0.00000029,0.00000051,0.00000048,0,-0.003875134093611873,-0.013448078715906864,0.04502040625147618,0.405175119638443,0.4399711489677429,0,0.405175119638443,0.4399711489677429,0
00:00:03:03.094,51,0.08587150,0.11593107,0.17709491,0.03105265,0.07888545,0.30533114,0.00919921,0.03429497,0.10993125,0.01568149,0.19378705,0.09396601,0.19006482,0.01352810,0.00009414,0.00006302,0.00257978,0.01148763,0.00076405,0.00047352,0.01136516,0.00006585,0.00646359,0.00010627,0.00005964,0.00045407,0.00076666,0.01686785,0.00238240,0.00031671,0.00106848,0.05446057,0.04977174,0.00663518,0.00204493,0.03999292,0.02635319,0.00260269,0.00282531,0.00001777,0.00001253,0.00000073,0.26888981,0.00502322,0.00253917,0.00441517,0.00001964,0.00000010,0.00000038,0.00000063,0.00000073,0,-0.0059442875836006204,-0.010206445693158121,0.041547644956408676,0.4054030478000641,0.4394368529319763,0,0.4054030478000641,0.4394368529319763,0
00:00:03:04.095,51,0.08539040,0.10569773,0.18734941,0.02973167,0.08456126,0.30191237,0.00878918,0.03043222,0.09962143,0.01489249,0.19681102,0.10132835,0.18493411,0.01445109,0.00014362,0.00005536,0.00291370,0.01379832,0.00080594,0.00062390,0.00671618,0.00003667,0.00845203,0.00022872,0.00012198,0.00054227,0.00097545,0.02187626,0.00170759,0.00047472,0.00162543,0.03725649,0.04328913,0.00353980,0.00275531,0.04444584,0.02284050,0.00395192,0.00502388,0.00004498,0.00002678,0.00000095,0.24378289,0.00468168,0.00264780,0.00537600,0.00002782,0.00000011,0.00000044,0.00000071,0.00000095,0,-0.004713116748919775,-0.01709262622622974,0.0419706026760614,0.4048316478729248,0.4389241635799408,0,0.4048316478729248,0.4389241635799408,0
00:00:03:05.096,51,0.08870649,0.09830257,0.18597957,0.03031068,0.09214604,0.32688504,0.00847487,0.03358271,0.09316906,0.01534047,0.19323055,0.10783111,0.19806589,0.01330161,0.00014371,0.00005212,0.00243506,0.01033064,0.00071308,0.00060472,0.00751704,0.00005800,0.00559513,0.00026404,0.00014016,0.00051154,0.00091220,0.02071346,0.00170519,0.00051873,0.00184253,0.02825272,0.03321406,0.00307134,0.00193321,0.04931205,0.02190570,0.00307945,0.00419949,0.00002829,0.00001701,0.00000086,0.25386944,0.00327683,0.00272551,0.00551169,0.00002381,0.00000009,0.00000041,0.00000077,0.00000086,0,-0.011595999579661129,-0.019269087276140805,0.041722487757601234,0.40483856201171875,0.43906861543655396,0,0.40483856201171875,0.43906861543655396,0
00:00:03:06.097,51,0.09067982,0.11697983,0.15617307,0.03417216,0.07909647,0.32035807,0.00833747,0.03715260,0.11072592,0.01929191,0.16485545,0.09284201,0.21856329,0.01230704,0.00010464,0.00004978,0.00263220,0.00986510,0.00075485,0.00050550,0.01047525,0.00004435,0.00806362,0.00014573,0.00007392,0.00061531,0.00102910,0.01716821,0.00191440,0.00047233,0.00130775,0.04453006,0.03404195,0.00634649,0.00193244,0.04519107,0.02544599,0.00239708,0.00280672,0.00001880,0.00001186,0.00000071,0.25446755,0.00300469,0.00257693,0.00566637,0.00001938,0.00000010,0.00000039,0.00000063,0.00000071,0,-0.01342814107907372,-0.015615842905880818,0.04132017260975702,0.4056461453437805,0.43936848640441895,0,0.4056461453437805,0.43936848640441895,0
00:00:03:07.098,51,0.07901409,0.11167749,0.13539758,0.03820125,0.08191627,0.31686991,0.00881303,0.03049335,0.10554203,0.02345063,0.14255850,0.10046907,0.20880055,0.01536370,0.00012777,0.00004092,0.00286169,0.00991943,0.00067188,0.00050138,0.00910738,0.00003694,0.00705892,0.00016342,0.00008593,0.00121537,0.00165487,0.00724655,0.00176978,0.00089953,0.00127676,0.02779598,0.02775462,0.00394092,0.00201526,0.02957621,0.02233995,0.00320651,0.00348770,0.00002351,0.00001729,0.00000073,0.24284934,0.00298207,0.00224672,0.00614472,0.00002119,0.00000010,0.00000030,0.00000064,0.00000073,0,-0.01678934240949417,-0.02021155694560284,0.043514217753110165,0.4058559536933899,0.4397098422050476,0,0.4058559536933899,0.4397098422050476,0
00:00:03:08.099,51,0.08664075,0.10268351,0.15566397,0.03475024,0.09073189,0.34918779,0.00856808,0.03674391,0.09863926,0.01940936,0.16623873,0.10655046,0.21561238,0.01249439,0.00013465,0.00004028,0.00293864,0.00956504,0.00067765,0.00049448,0.00776502,0.00003684,0.00681170,0.00019429,0.00010882,0.00120214,0.00177165,0.00817631,0.00177316,0.00078635,0.00170626,0.02648630,0.02800094,0.00388547,0.00196080,0.03146479,0.02513678,0.00334167,0.00357273,0.00002202,0.00001574,0.00000083,0.24538542,0.00313418,0.00239839,0.00611945,0.00002214,0.00000010,0.00000031,0.00000068,0.00000083,0,-0.02737871027228161,-0.014500114876800117,0.04090871427340689,0.40565699338912964,0.43975481390953064,0,0.40565699338912964,0.43975481390953064,0
00:00:03:09.100,51,0.08225445,0.10882428,0.12186101,0.04215551,0.08366898,0.33693844,0.00872455,0.03514152,0.10573067,0.02432330,0.14361075,0.09769949,0.20788345,0.01307227,0.00011704,0.00004204,0.00257918,0.00927402,0.00063257,0.00041744,0.00771131,0.00004119,0.00648389,0.00017627,0.00008850,0.00152774,0.00210721,0.00800324,0.00170944,0.00097041,0.00139823,0.03208070,0.02832590,0.00561057,0.00225456,0.03661515,0.02415401,0.00263432,0.00294905,0.00002374,0.00001811,0.00000081,0.25135759,0.00277636,0.00234836,0.00634858,0.00002167,0.00000010,0.00000032,0.00000067,0.00000081,0,-0.016909712553450966,-0.016024164108016554,0.042538842550969146,0.405459463596344,0.43993696570396423,0,0.405459463596344,0.43993696570396423,0
00:00:03:10.101,51,0.09601054,0.09841680,0.15371393,0.03591713,0.09609891,0.33393586,0.00804043,0.03642641,0.09208748,0.01878528,0.17539376,0.11214609,0.21078810,0.01257551,0.00009203,0.00005719,0.00227173,0.00975700,0.00079893,0.00038266,0.00904825,0.00004821,0.00796106,0.00013454,0.00007219,0.00059985,0.00112797,0.02032980,0.00209976,0.00036722,0.00176321,0.05506150,0.04156499,0.00871421,0.00168109,0.05215100,0.03149484,0.00197225,0.00217400,0.00001500,0.00000927,0.00000076,0.25216082,0.00290515,0.00294110,0.00641679,0.00001866,0.00000010,0.00000043,0.00000062,0.00000076,0,-0.011374078748565424,-0.01580163684285964,0.04238783665040333,0.4050907492637634,0.43895313143730164,0,0.4050907492637634,0.43895313143730164,0
00:00:03:11.102,51,0.08964355,0.10829799,0.16075663,0.03638694,0.08445012,0.33311132,0.00829548,0.03454370,0.10346957,0.01571793,0.20446499,0.09601776,0.19139130,0.01313934,0.00013051,0.00004683,0.00259109,0.01049214,0.00079459,0.00042472,0.00509894,0.00005194,0.00612505,0.00028297,0.00017504,0.00063535,0.00096207,0.01189559,0.00314608,0.00063042,0.00164522,0.03426481,0.03889737,0.00424938,0.00154039,0.04875936,0.04094241,0.00292506,0.00295031,0.00001852,0.00001458,0.00000082,0.28082925,0.00228778,0.00232167,0.00532520,0.00002386,0.00000009,0.00000035,0.00000056,0.00000082,0,-0.0010244746680018054,-0.01721909419442173,0.04418634724760415,0.40418004989624023,0.4395221769809723,0,0.40418004989624023,0.4395221769809723,0
00:00:03:12.103,51,0.09644815,0.11455996,0.02045609,0.18733032,0.07380585,0.31450224,0.00838294,0.04219150,0.11237603,0.05837062,0.09053773,0.08190145,0.21380390,0.01078166,0.00011920,0.00007382,0.00235835,0.01480828,0.00115717,0.00046829,0.00916544,0.00005318,0.00838016,0.00012682,0.00007635,0.00042223,0.00080257,0.01838377,0.00222773,0.00028819,0.00147164,0.05526483,0.05661531,0.00720638,0.00240985,0.03826775,0.02640714,0.00195533,0.00216370,0.00001985,0.00001498,0.00000105,0.29392901,0.00398545,0.00220362,0.00395499,0.00002410,0.00000011,0.00000044,0.00000056,0.00000105,0,0.007622135702836239,-0.005830476141843499,0.04262167540179236,0.40694350004196167,0.43965330719947815,0,0.40694350004196167,0.43965330719947815,0
00:00:03:13.104,51,0.09073041,0.11816528,0.02041533,0.17501795,0.07506745,0.30845466,0.00887816,0.03886069,0.11613225,0.07999888,0.06818298,0.08325770,0.20726067,0.01180049,0.00014190,0.00005002,0.00303654,0.01562887,0.00125091,0.00038978,0.00441681,0.00005224,0.00656420,0.00028659,0.00016368,0.00055932,0.00086874,0.01420968,0.00300521,0.00061320,0.00133913,0.04414442,0.05502878,0.00527035,0.00210626,0.04990480,0.03544821,0.00243931,0.00255820,0.00002051,0.00001724,0.00000105,0.28436077,0.00365311,0.00277654,0.00402507,0.00003060,0.00000009,0.00000039,0.00000051,0.00000105,0,0.008767893851544372,-0.00909661811578167,0.04250119398433046,0.40762749314308167,0.4397420287132263,0,0.40762749314308167,0.4397420287132263,0
00:00:03:14.105,51,0.08263982,0.10419552,0.01567488,0.21140306,0.08064850,0.28879976,0.00945589,0.03683854,0.10408702,0.08253372,0.06670922,0.09051482,0.20163397,0.01249840,0.00014565,0.00008056,0.00203133,0.01332036,0.00102836,0.00063315,0.01070424,0.00009576,0.00451693,0.00016564,0.00009617,0.00045310,0.00081821,0.01541493,0.00194919,0.00036403,0.00151219,0.03599268,0.04070303,0.00445351,0.00255352,0.03710867,0.01967606,0.00220512,0.00290782,0.00002196,0.00001680,0.00000107,0.29870030,0.00344239,0.00255567,0.00413942,0.00002618,0.00000011,0.00000044,0.00000071,0.00000107,0,0.0024111608643671103,-0.015085494419383415,0.043625750580823866,0.4074974060058594,0.4399375915527344,0,0.4074974060058594,0.4399375915527344,0
00:00:03:15.106,51,0.09017379,0.10645907,0.01325619,0.24180353,0.07890853,0.28949821,0.00874068,0.03785488,0.10230573,0.07902323,0.07352537,0.09049831,0.22189716,0.01240462,0.00012530,0.00007781,0.00184955,0.01246659,0.00095123,0.00038465,0.00765094,0.00007720,0.00449888,0.00014727,0.00009451,0.00082926,0.00148212,0.01149930,0.00211735,0.00041323,0.00204664,0.04344340,0.04436303,0.00698658,0.00235525,0.03396602,0.02558109,0.00185521,0.00216243,0.00001712,0.00001503,0.00000121,0.29194987,0.00362799,0.00315315,0.00419581,0.00002345,0.00000012,0.00000043,0.00000062,0.00000121,0,0.005352699633451882,-0.008192994793407783,0.04387427105496385,0.4076007902622223,0.440473735332489,0,0.4076007902622223,0.440473735332489,0
00:00:03:16.107,51,0.10654838,0.12282491,0.01292066,0.24369317,0.06960022,0.32859614,0.00730450,0.04683466,0.12052997,0.08769163,0.06712005,0.07650210,0.24130102,0.00997113,0.00012731,0.00008472,0.00160667,0.01079508,0.00096194,0.00044355,0.00893203,0.00010736,0.00393949,0.00017539,0.00010172,0.00052220,0.00091731,0.01473819,0.00227986,0.00040730,0.00164853,0.03700685,0.03748427,0.00668943,0.00208781,0.04306971,0.02466303,0.00153099,0.00185618,0.00001535,0.00001258,0.00000100,0.33766222,0.00216825,0.00212700,0.00377226,0.00002225,0.00000010,0.00000039,0.00000059,0.00000100,0,0.0038060074802518332,-0.013348234852634451,0.04415495471820757,0.4078756272792816,0.44070497155189514,0,0.4078756272792816,0.44070497155189514,0
00:00:03:17.108,51,0.09379472,0.14639370,0.00911952,0.26591831,0.05968809,0.30675161,0.00814259,0.04643930,0.14243688,0.14563577,0.04235671,0.06472202,0.25056270,0.01010576,0.00016594,0.00005614,0.00232089,0.01218276,0.00094970,0.00041399,0.00440076,0.00006030,0.00535580,0.00033510,0.00021754,0.00055862,0.00094188,0.01438140,0.00324598,0.00051926,0.00192655,0.02998371,0.04282524,0.00492063,0.00273601,0.03922121,0.03338847,0.00188702,0.00207357,0.00002629,0.00002297,0.00000109,0.36674052,0.00182894,0.00174065,0.00283098,0.00002808,0.00000009,0.00000034,0.00000052,0.00000109,0,0.00664820550117442,-0.008819623673006802,0.04622156135746499,0.4092620015144348,0.4415830373764038,0,0.4092620015144348,0.4415830373764038,0
00:00:03:18.109,51,0.08378535,0.18292406,0.00536685,0.33349675,0.04628343,0.28473994,0.00951985,0.04293943,0.17458744,0.19931805,0.03176701,0.04972097,0.26068270,0.01092348,0.00023627,0.00005844,0.00221313,0.01340653,0.00093434,0.00053084,0.00442170,0.00003635,0.00804866,0.00039382,0.00023383,0.00058644,0.00105302,0.01702128,0.00239839,0.00056876,0.00232717,0.02802006,0.03842067,0.00344343,0.00304847,0.04247188,0.03095177,0.00262134,0.00338160,0.00005253,0.00003705,0.00000131,0.37220392,0.00125266,0.00192304,0.00314352,0.00003670,0.00000010,0.00000043,0.00000061,0.00000131,0,0.01113793910745324,-0.015551613424350644,0.04533397258210776,0.41018080711364746,0.4415149688720703,0,0.41018080711364746,0.4415149688720703,0
00:00:03:19.110,51,0.07469072,0.18894754,0.00283278,0.40684763,0.04544107,0.24489719,0.01087939,0.02981692,0.18065718,0.32543766,0.01857906,0.04976322,0.18021373,0.01594744,0.00017057,0.00007380,0.00172843,0.01240792,0.00102909,0.00040261,0.00633663,0.00005934,0.00532989,0.00021905,0.00012921,0.00092714,0.00166308,0.01307311,0.00216100,0.00055386,0.00225495,0.03831473,0.03787636,0.00671961,0.00310787,0.03657871,0.02747439,0.00169996,0.00200265,0.00003352,0.00002329,0.00000123,0.35713172,0.00194037,0.00212592,0.00345199,0.00002975,0.00000010,0.00000046,0.00000060,0.00000123,0,0.018318712759018536,-0.014379076910926767,0.044820651820269695,0.41233009099960327,0.44369861483573914,0,0.41233009099960327,0.44369861483573914,0
00:00:03:20.111,51,0.07215007,0.19489788,0.00251106,0.44057578,0.04363891,0.24642637,0.01166218,0.03055480,0.18679701,0.30344036,0.02111810,0.04757267,0.18875512,0.01641918,0.00013784,0.00007405,0.00280479,0.01636569,0.00125164,0.00045001,0.01317554,0.00007039,0.00616119,0.00008436,0.00004688,0.00056872,0.00089880,0.00950199,0.00279634,0.00035119,0.00094925,0.05907091,0.06295217,0.00770421,0.00248968,0.02793766,0.02530148,0.00181093,0.00190063,0.00001770,0.00001463,0.00000097,0.36487427,0.00173800,0.00221415,0.00318591,0.00002826,0.00000010,0.00000041,0.00000050,0.00000097,0,0.012592025673483817,-0.016186280133456726,0.04445814619225707,0.41179734468460083,0.4434651732444763,0,0.41179734468460083,0.4434651732444763,0
00:00:03:21.112,51,0.06494576,0.18837510,0.00302032,0.41435874,0.04401087,0.23137882,0.01260982,0.02657523,0.18083972,0.26914078,0.02456245,0.04670504,0.17232831,0.01661343,0.00019854,0.00004288,0.00303584,0.01325282,0.00113688,0.00046344,0.00585337,0.00002673,0.01298539,0.00030855,0.00020073,0.00053347,0.00079423,0.01253640,0.00396461,0.00061417,0.00132546,0.03499746,0.03986435,0.00473678,0.00242826,0.03442835,0.04053065,0.00228115,0.00216705,0.00002636,0.00002266,0.00000099,0.39274919,0.00149255,0.00196605,0.00302149,0.00003351,0.00000008,0.00000039,0.00000044,0.00000099,0,0.010808871752271864,-0.011883004439622088,0.04061153216569539,0.41118335723876953,0.4431481957435608,0,0.41118335723876953,0.4431481957435608,0
00:00:03:22.113,51,0.07146160,0.17976609,0.00265518,0.38534611,0.04938791,0.23343973,0.01119049,0.02911147,0.16953024,0.42052358,0.01269045,0.05560463,0.20443825,0.01549652,0.00020537,0.00004223,0.00330609,0.01423414,0.00107968,0.00051043,0.00582727,0.00003335,0.01050442,0.00030988,0.00018579,0.00049454,0.00074401,0.01432658,0.00364574,0.00059341,0.00126057,0.03400549,0.04419155,0.00435510,0.00303634,0.03450175,0.03353243,0.00243094,0.00258330,0.00003526,0.00003037,0.00000093,0.35682631,0.00224549,0.00219916,0.00290730,0.00003364,0.00000007,0.00000039,0.00000051,0.00000093,0,0.007793095640005233,-0.011845279002965855,0.04141005283375638,0.4131234288215637,0.44225603342056274,0,0.4131234288215637,0.44225603342056274,0
00:00:03:23.114,51,0.06907092,0.15848236,0.00287167,0.38277072,0.05732057,0.22530325,0.01145622,0.02650230,0.14818732,0.38443002,0.01468529,0.06641407,0.21283281,0.01712044,0.00018470,0.00004358,0.00306182,0.01299557,0.00109650,0.00039048,0.00669892,0.00001797,0.01464378,0.00022403,0.00012061,0.00114570,0.00166452,0.01170055,0.00248571,0.00085526,0.00138871,0.04048833,0.03898001,0.00597660,0.00245884,0.02950804,0.02750404,0.00221319,0.00228925,0.00002453,0.00001967,0.00000092,0.37387368,0.00208710,0.00181683,0.00288346,0.00003007,0.00000008,0.00000040,0.00000045,0.00000092,0,0.0021107888487183328,-0.016319963741086844,0.03968283790684101,0.4124308228492737,0.4420364499092102,0,0.4124308228492737,0.4420364499092102,0
00:00:03:24.115,51,0.07189533,0.18295619,0.00239995,0.43013379,0.04756716,0.22271962,0.01124472,0.02541846,0.16903163,0.36080998,0.01674338,0.05564520,0.21540904,0.01839542,0.00016705,0.00005021,0.00356568,0.01844598,0.00149248,0.00031960,0.00544957,0.00001833,0.01396747,0.00019275,0.00009036,0.00118384,0.00186159,0.01787954,0.00224836,0.00076544,0.00135443,0.07311238,0.06555127,0.00832593,0.00250094,0.04078557,0.02709696,0.00189547,0.00224405,0.00002522,0.00001777,0.00000115,0.40374607,0.00203411,0.00178123,0.00247229,0.00003479,0.00000010,0.00000054,0.00000038,0.00000115,0,0.020507466933216402,-0.021309113832509496,0.04211258521624889,0.41193681955337524,0.4427778422832489,0,0.41193681955337524,0.4427778422832489,0
00:00:03:25.116,51,0.06682846,0.18497752,0.00230142,0.44347209,0.04750623,0.22693488,0.01245704,0.02270467,0.17357975,0.35493118,0.01770623,0.05365670,0.18447167,0.01992278,0.00016893,0.00004495,0.00388437,0.01700338,0.00154772,0.00037446,0.00705797,0.00002663,0.01155829,0.00020426,0.00010518,0.00085894,0.00119993,0.01262277,0.00287837,0.00075451,0.00100842,0.05587628,0.05120834,0.00705125,0.00247811,0.03273316,0.02667084,0.00185968,0.00200230,0.00002054,0.00001724,0.00000098,0.40965176,0.00227988,0.00170218,0.00214605,0.00003305,0.00000009,0.00000045,0.00000037,0.00000098,0,0.013466434969055285,-0.020604518756121324,0.03895329567129024,0.4119180738925934,0.44283387064933777,0,0.4119180738925934,0.44283387064933777,0
00:00:03:26.117,51,0.09553399,0.13662429,0.01519939,0.23890120,0.06137282,0.29835856,0.00844803,0.03796649,0.13627706,0.05958661,0.09445083,0.06715091,0.20767978,0.01351854,0.00013873,0.00006170,0.00317636,0.01647932,0.00123702,0.00046433,0.00927921,0.00004193,0.00828297,0.00011924,0.00005859,0.00085837,0.00162019,0.01664036,0.00146449,0.00040807,0.00160028,0.06285428,0.04972006,0.00818053,0.00295090,0.03819513,0.01895205,0.00208512,0.00272412,0.00002873,0.00001774,0.00000139,0.29572949,0.00381780,0.00188626,0.00405788,0.00002813,0.00000016,0.00000054,0.00000058,0.00000139,0,0.008254767363851641,-0.01860710533928588,0.05010806887828663,0.40580111742019653,0.4439827799797058,0,0.40580111742019653,0.4439827799797058,0
00:00:03:27.118,51,0.11673627,0.10720608,0.17651330,0.03617862,0.08308603,0.34536883,0.00620438,0.04401894,0.09913933,0.01150812,0.25142848,0.09795757,0.23936968,0.01051517,0.00010122,0.00006034,0.00301195,0.01331086,0.00112924,0.00054209,0.00988481,0.00005450,0.00712711,0.00016167,0.00009680,0.00040311,0.00066286,0.01614584,0.00242912,0.00037349,0.00119388,0.04641345,0.04327197,0.00543708,0.00203292,0.03742089,0.02440647,0.00208688,0.00234208,0.00001734,0.00001308,0.00000076,0.28018254,0.00355949,0.00225618,0.00429312,0.00002060,0.00000011,0.00000035,0.00000047,0.00000076,0,-0.0014667738811996647,-0.025130733898597064,0.04884112687108154,0.40237197279930115,0.4421243965625763,0,0.40237197279930115,0.4421243965625763,0
00:00:03:28.119,51,0.12865752,0.10686319,0.21115255,0.03299288,0.07912342,0.36279744,0.00567225,0.04965037,0.09757563,0.00600127,0.35084018,0.09290037,0.23573935,0.00926780,0.00008047,0.00007460,0.00246985,0.01134264,0.00088886,0.00046347,0.01608210,0.00008413,0.00470437,0.00007159,0.00004844,0.00058922,0.00095853,0.00924857,0.00235959,0.00028055,0.00122959,0.04951745,0.04418496,0.00709368,0.00169442,0.02469928,0.02223842,0.00201280,0.00203328,0.00001042,0.00000921,0.00000078,0.27746037,0.00378821,0.00268685,0.00489602,0.00001594,0.00000012,0.00000031,0.00000051,0.00000078,0,-0.009359868461403418,-0.021723346908360724,0.04664635419498149,0.4004918038845062,0.4423152208328247,0,0.4004918038845062,0.4423152208328247,0
00:00:03:29.120,51,0.12415072,0.11132397,0.30091992,0.02373979,0.07629348,0.37997496,0.00582162,0.04898420,0.10142798,0.00401321,0.40817922,0.08800919,0.23347181,0.00940922,0.00011725,0.00006806,0.00268543,0.01361370,0.00107002,0.00050886,0.00734204,0.00004868,0.00608532,0.00018786,0.00013126,0.00054533,0.00098006,0.01421574,0.00209559,0.00037332,0.00217074,0.03840374,0.04552894,0.00386553,0.00166007,0.03412095,0.02531201,0.00260684,0.00301511,0.00001927,0.00001408,0.00000099,0.31578439,0.00306014,0.00195828,0.00403029,0.00002271,0.00000012,0.00000036,0.00000048,0.00000099,0,0.0028403673716191273,-0.0224586765746903,0.047779017359194466,0.39994800090789795,0.4421669840812683,0,0.39994800090789795,0.4421669840812683,0
00:00:04:00.121,51,0.11476827,0.11796541,0.33773312,0.02015817,0.07112467,0.35743076,0.00613586,0.04371224,0.10410112,0.00368123,0.41179478,0.08555745,0.23159543,0.01054812,0.00009495,0.00007400,0.00249311,0.01361488,0.00109423,0.00050711,0.00912412,0.00005084,0.00677119,0.00014731,0.00010197,0.00051075,0.00086067,0.01301791,0.00227304,0.00036637,0.00154373,0.04581345,0.04265288,0.00543962,0.00199660,0.03259667,0.02558163,0.00230529,0.00248595,0.00002005,0.00001592,0.00000085,0.29954648,0.00332218,0.00225134,0.00442250,0.00002046,0.00000013,0.00000034,0.00000044,0.00000085,0,0.0031564751247884705,-0.020054180184719512,0.04800961785884614,0.399585485458374,0.44169968366622925,0,0.399585485458374,0.44169968366622925,0
00:00:04:01.122,51,0.11110282,0.10938168,0.35139126,0.01879958,0.07626781,0.35101441,0.00629437,0.03965215,0.09605640,0.00365249,0.40880123,0.09405392,0.22862600,0.01176639,0.00010341,0.00006735,0.00306315,0.01446476,0.00105906,0.00059530,0.01070767,0.00004214,0.00782803,0.00013240,0.00008355,0.00057225,0.00093249,0.01225470,0.00206051,0.00039840,0.00131773,0.04549193,0.04176958,0.00481548,0.00224544,0.02983201,0.02201381,0.00285655,0.00317295,0.00002459,0.00001773,0.00000088,0.30018869,0.00301804,0.00221958,0.00459961,0.00002262,0.00000014,0.00000035,0.00000047,0.00000088,0,0.0013865034396006034,-0.02305576860805418,0.04993810319789126,0.399252712726593,0.44163018465042114,0,0.399252712726593,0.44163018465042114,0
00:00:04:02.123,51,0.10240863,0.13313688,0.38445622,0.01571321,0.06518636,0.33802196,0.00681690,0.03304584,0.11537062,0.00451230,0.35879153,0.08055008,0.20058541,0.01377922,0.00010322,0.00004558,0.00345304,0.01172969,0.00082665,0.00050115,0.00641319,0.00003672,0.00873221,0.00021915,0.00015744,0.00049484,0.00078854,0.01108910,0.00282014,0.00047193,0.00158634,0.03330796,0.04254382,0.00403394,0.00198686,0.03268593,0.03291704,0.00262451,0.00248564,0.00002322,0.00001852,0.00000080,0.29252273,0.00312482,0.00231265,0.00473874,0.00002027,0.00000010,0.00000032,0.00000047,0.00000080,0,0.004962608939124586,-0.022778468214593083,0.05003712787223816,0.3994423747062683,0.4415990114212036,0,0.3994423747062683,0.4415990114212036,0
